actorId,neighborId,sim,commonNeighbors
nm0039203,nm9954934,1.0,4
nm0039203,nm10233225,1.0,4
nm0039203,nm0127656,0.9954,0
nm0039203,nm10685473,0.9954,0
nm0039203,nm0001238,0.9953,0
nm0039203,nm0099560,0.9953,0
nm0039203,nm0739124,0.9953,0
nm10233225,nm10233224,1.0,4
nm10233225,nm0039203,1.0,4
nm10233225,nm0049665,1.0,4
nm10233225,nm10642773,1.0,4
nm10233225,nm9954934,1.0,4
nm10233225,nm0127656,0.9955,0
nm10233225,nm10685473,0.9955,0
nm10233225,nm0001238,0.9954,0
nm10233225,nm0099560,0.9954,0
nm10233225,nm0739124,0.9954,0
nm9954934,nm10642773,1.0,4
nm9954934,nm0049665,1.0,4
nm9954934,nm0039203,1.0,4
nm9954934,nm10233224,1.0,4
nm9954934,nm10233225,1.0,4
nm9954934,nm0127656,0.9954,0
nm9954934,nm10685473,0.9954,0
nm9954934,nm0001238,0.9954,0
nm9954934,nm0099560,0.9953,0
nm9954934,nm0739124,0.9953,0
nm1128418,nm0920460,1.0,0
nm1128418,nm5393378,1.0,0
nm1128418,nm3574449,1.0,4
nm1128418,nm0039327,1.0,4
nm1128418,nm3841682,1.0,1
nm1128418,nm8812543,0.9999,1
nm1128418,nm0134016,0.9999,4
nm1128418,nm1839680,0.9999,4
nm1128418,nm1938892,0.9998,4
nm1128418,nm3474166,0.9998,0
nm1839680,nm0134016,1.0,4
nm1839680,nm1938892,1.0,4
nm1839680,nm3574449,0.9999,4
nm1839680,nm1128418,0.9999,4
nm1839680,nm0920460,0.9998,0
nm1839680,nm5393378,0.9998,0
nm1839680,nm0039327,0.9997,4
nm1839680,nm3841682,0.9996,1
nm1839680,nm8812543,0.9995,1
nm1839680,nm3474166,0.9994,0
nm2270016,nm3474166,1.0,0
nm2270016,nm1370479,1.0,0
nm2270016,nm0217819,1.0,6
nm2270016,nm8812543,1.0,6
nm2270016,nm0107285,1.0,6
nm2270016,nm3841682,1.0,6
nm2270016,nm1456554,0.9999,6
nm2270016,nm0039327,0.9999,6
nm2270016,nm5393378,0.9999,0
nm2270016,nm0920460,0.9999,1
nm0039591,nm0944985,0.9991,7
nm0039591,nm3174747,0.9991,7
nm0039591,nm0149218,0.999,7
nm0039591,nm13071294,0.9985,7
nm0039591,nm0297873,0.9979,7
nm0039591,nm0312656,0.9881,7
nm0039591,nm0031844,0.9837,1
nm0039591,nm1883210,0.9837,7
nm0039591,nm0157133,0.9835,1
nm0039591,nm0319980,0.9816,1
nm0297873,nm13071294,0.9999,7
nm0297873,nm0149218,0.9997,7
nm0297873,nm3174747,0.9991,7
nm0297873,nm0039591,0.9979,7
nm0297873,nm0312656,0.9949,7
nm0297873,nm0944985,0.9949,7
nm0297873,nm1883210,0.9927,7
nm0297873,nm0031844,0.9901,1
nm0297873,nm0157133,0.9898,1
nm0297873,nm0319980,0.9887,1
nm0944985,nm0039591,0.9991,7
nm0944985,nm3174747,0.9965,7
nm0944985,nm0149218,0.9965,7
nm0944985,nm13071294,0.9958,7
nm0944985,nm0297873,0.9949,7
nm0944985,nm0312656,0.9812,7
nm0944985,nm1883210,0.9761,7
nm0944985,nm0031844,0.9758,1
nm0944985,nm0157133,0.9756,1
nm0944985,nm0319980,0.9733,1
nm13071294,nm0297873,0.9999,7
nm13071294,nm0149218,0.9998,7
nm13071294,nm3174747,0.9994,7
nm13071294,nm0039591,0.9985,7
nm13071294,nm0944985,0.9958,7
nm13071294,nm0312656,0.9941,7
nm13071294,nm1883210,0.9915,7
nm13071294,nm0031844,0.9894,1
nm13071294,nm0157133,0.9892,1
nm13071294,nm0319980,0.988,1
nm0611481,nm12304446,0.999,6
nm0611481,nm0409204,0.9984,6
nm0611481,nm0007123,0.9981,6
nm0611481,nm0039596,0.9886,6
nm0611481,nm1368581,0.9867,6
nm0611481,nm1066795,0.986,1
nm0611481,nm5584853,0.984,1
nm0611481,nm1434372,0.9829,6
nm0611481,nm5018360,0.9818,2
nm0611481,nm7457611,0.9774,0
nm1432530,nm4584004,0.9931,6
nm1432530,nm1955570,0.9891,6
nm1432530,nm7785804,0.9863,1
nm1432530,nm6788820,0.9827,6
nm1432530,nm0039596,0.9784,6
nm1432530,nm2035937,0.9753,6
nm1432530,nm3440031,0.9657,2
nm1432530,nm4028151,0.9606,1
nm1432530,nm2241427,0.9593,1
nm1432530,nm9661819,0.9591,6
nm0039746,nm1287358,1.0,1
nm0039746,nm1184557,1.0,0
nm0039746,nm0044082,1.0,0
nm0039746,nm2787335,1.0,0
nm0039746,nm0451571,1.0,0
nm0039746,nm1033328,1.0,0
nm0039746,nm2760502,1.0,0
nm0039746,nm0812760,1.0,1
nm0039746,nm1092370,1.0,0
nm0039746,nm2755346,1.0,0
nm1287358,nm0039746,1.0,1
nm1287358,nm1184557,1.0,0
nm1287358,nm0044082,1.0,0
nm1287358,nm2787335,1.0,0
nm1287358,nm0451571,1.0,0
nm1287358,nm1033328,1.0,0
nm1287358,nm2760502,1.0,0
nm1287358,nm0812760,1.0,1
nm1287358,nm1092370,1.0,0
nm1287358,nm2755346,1.0,0
nm0039788,nm11758681,0.9936,0
nm0039788,nm0011589,0.9928,0
nm0039788,nm4052191,0.9927,0
nm0039788,nm1699042,0.9925,0
nm0039788,nm0185794,0.9925,0
nm0039788,nm4241366,0.9922,0
nm0039788,nm8505639,0.9921,0
nm0039788,nm0125166,0.9919,0
nm0039788,nm0155978,0.9916,0
nm0039788,nm10333630,0.9915,0
nm11758681,nm0039788,0.9936,0
nm11758681,nm4241366,0.9929,0
nm11758681,nm10056740,0.9928,0
nm11758681,nm3589171,0.9928,0
nm11758681,nm9680894,0.9928,0
nm11758681,nm10333630,0.9927,0
nm11758681,nm3699411,0.9926,0
nm11758681,nm4052191,0.9924,0
nm11758681,nm7078907,0.9924,0
nm11758681,nm2560686,0.9923,0
nm0039906,nm3829191,1.0,2
nm0039906,nm1705656,1.0,2
nm0039906,nm3479264,1.0,2
nm0039906,nm0091505,0.9967,0
nm0039906,nm5783517,0.9967,0
nm0039906,nm4355888,0.9967,0
nm0039906,nm3998232,0.9967,0
nm0039906,nm1914593,0.9962,0
nm0039906,nm0689829,0.9962,0
nm0039906,nm0795495,0.9962,0
nm1705656,nm3479264,1.0,2
nm1705656,nm0039906,1.0,2
nm1705656,nm3829191,1.0,2
nm1705656,nm0091505,0.9967,0
nm1705656,nm5783517,0.9967,0
nm1705656,nm4355888,0.9967,0
nm1705656,nm3998232,0.9967,0
nm1705656,nm1914593,0.9962,0
nm1705656,nm0689829,0.9962,0
nm1705656,nm0795495,0.9962,0
nm3479264,nm1705656,1.0,2
nm3479264,nm0039906,1.0,2
nm3479264,nm3829191,1.0,2
nm3479264,nm0091505,0.9967,0
nm3479264,nm5783517,0.9967,0
nm3479264,nm4355888,0.9967,0
nm3479264,nm3998232,0.9967,0
nm3479264,nm13462880,0.9962,0
nm3479264,nm1914593,0.9961,0
nm3479264,nm0689829,0.9961,0
nm3829191,nm0039906,1.0,2
nm3829191,nm1705656,1.0,2
nm3829191,nm3479264,1.0,2
nm3829191,nm0091505,0.9967,0
nm3829191,nm5783517,0.9967,0
nm3829191,nm4355888,0.9967,0
nm3829191,nm3998232,0.9967,0
nm3829191,nm1914593,0.9962,0
nm3829191,nm0689829,0.9962,0
nm3829191,nm0795495,0.9962,0
nm0040366,nm10435079,1.0,1
nm0040366,nm0678950,1.0,0
nm0040366,nm4364003,1.0,2
nm0040366,nm1141223,1.0,7
nm0040366,nm0618628,1.0,2
nm0040366,nm1127446,1.0,0
nm0040366,nm0181881,1.0,1
nm0040366,nm0233325,1.0,1
nm0040366,nm0351497,1.0,2
nm0040366,nm0438704,1.0,1
nm0951304,nm10435079,1.0,1
nm0951304,nm4364003,1.0,2
nm0951304,nm1141223,1.0,7
nm0951304,nm0960259,1.0,7
nm0951304,nm0463753,1.0,1
nm0951304,nm0654758,1.0,1
nm0951304,nm0258574,1.0,7
nm0951304,nm0463953,1.0,2
nm0951304,nm0251122,1.0,1
nm0951304,nm1514447,1.0,2
nm0040545,nm5509170,1.0,2
nm0040545,nm4576986,1.0,2
nm0040545,nm0667664,1.0,2
nm0040545,nm2036232,0.9971,0
nm0040545,nm4260661,0.9971,0
nm0040545,nm1340738,0.9971,0
nm0040545,nm0006820,0.997,0
nm0040545,nm0000744,0.9964,0
nm0040545,nm10403329,0.9964,0
nm0040545,nm5837322,0.9963,0
nm0667664,nm5509170,1.0,2
nm0667664,nm0040545,1.0,2
nm0667664,nm4576986,0.9999,2
nm0667664,nm4260661,0.9971,0
nm0667664,nm2036232,0.9971,0
nm0667664,nm1340738,0.9971,0
nm0667664,nm0006820,0.9971,0
nm0667664,nm10403329,0.9964,0
nm0667664,nm0000744,0.9964,0
nm0667664,nm0019489,0.9963,0
nm4576986,nm0040545,1.0,2
nm4576986,nm5509170,1.0,2
nm4576986,nm0667664,0.9999,2
nm4576986,nm2036232,0.9971,0
nm4576986,nm4260661,0.9971,0
nm4576986,nm1340738,0.997,0
nm4576986,nm0006820,0.997,0
nm4576986,nm0000744,0.9964,0
nm4576986,nm10403329,0.9964,0
nm4576986,nm5837322,0.9964,0
nm5509170,nm0040545,1.0,2
nm5509170,nm4576986,1.0,2
nm5509170,nm0667664,1.0,2
nm5509170,nm2036232,0.9971,0
nm5509170,nm4260661,0.9971,0
nm5509170,nm1340738,0.9971,0
nm5509170,nm0006820,0.997,0
nm5509170,nm0000744,0.9964,0
nm5509170,nm10403329,0.9964,0
nm5509170,nm5837322,0.9964,0
nm0040857,nm2239666,1.0,1
nm0040857,nm5828184,1.0,1
nm0040857,nm3975594,1.0,5
nm0040857,nm0415416,1.0,1
nm0040857,nm1172173,1.0,0
nm0040857,nm0038167,1.0,1
nm0040857,nm1473166,1.0,1
nm0040857,nm2489612,1.0,5
nm0040857,nm3213784,0.9999,1
nm0040857,nm1758612,0.9999,5
nm8605837,nm4221521,1.0,1
nm8605837,nm1758612,1.0,5
nm8605837,nm3213784,1.0,1
nm8605837,nm1818216,1.0,1
nm8605837,nm2489612,1.0,5
nm8605837,nm1471547,1.0,1
nm8605837,nm6262099,1.0,1
nm8605837,nm0608214,0.9999,5
nm8605837,nm3975594,0.9999,5
nm8605837,nm5828184,0.9999,1
nm0040910,nm0297675,0.9817,6
nm0040910,nm10441908,0.977,6
nm0040910,nm1832010,0.9725,6
nm0040910,nm0297835,0.9466,6
nm0040910,nm0441557,0.9055,6
nm0040910,nm0051502,0.9038,6
nm0040910,nm1549177,0.8845,1
nm0040910,nm4772266,0.8842,1
nm0040910,nm0619931,0.8807,1
nm0040910,nm1708851,0.8676,1
nm0297675,nm10441908,0.9903,6
nm0297675,nm0040910,0.9817,6
nm0297675,nm1832010,0.9721,6
nm0297675,nm0297835,0.9663,6
nm0297675,nm0619931,0.9084,1
nm0297675,nm4772266,0.8841,1
nm0297675,nm0441557,0.884,6
nm0297675,nm1549177,0.8802,1
nm0297675,nm1708851,0.8741,1
nm0297675,nm0043396,0.8707,1
nm1832010,nm10441908,0.9747,6
nm1832010,nm0040910,0.9725,6
nm1832010,nm0297675,0.9721,6
nm1832010,nm1708851,0.9327,1
nm1832010,nm0297835,0.9161,6
nm1832010,nm0441557,0.9034,6
nm1832010,nm4772266,0.9005,1
nm1832010,nm1549177,0.8901,1
nm1832010,nm0051502,0.8874,6
nm1832010,nm0043396,0.8694,1
nm0041103,nm10280578,1.0,0
nm0041103,nm0847439,0.9966,0
nm0041103,nm0038324,0.9966,0
nm0041103,nm2560686,0.9963,0
nm0041103,nm1754239,0.9961,0
nm0041103,nm0690803,0.9961,0
nm0041103,nm0004266,0.996,0
nm0041103,nm0174909,0.9957,0
nm0041103,nm1699042,0.9957,0
nm0041103,nm8505639,0.9956,0
nm10280578,nm0041103,1.0,0
nm10280578,nm0847439,0.9966,0
nm10280578,nm0038324,0.9965,0
nm10280578,nm2560686,0.9962,0
nm10280578,nm1754239,0.996,0
nm10280578,nm0690803,0.996,0
nm10280578,nm0004266,0.9959,0
nm10280578,nm0174909,0.9957,0
nm10280578,nm11364112,0.9955,0
nm10280578,nm10365512,0.9955,0
nm0041219,nm7739410,0.9998,1
nm0041219,nm0330853,0.9997,1
nm0041219,nm0091688,0.999,1
nm0041219,nm7447363,0.9989,1
nm0041219,nm8669563,0.9921,0
nm0041219,nm15491817,0.9921,0
nm0041219,nm2851426,0.9914,0
nm0041219,nm9744724,0.9904,0
nm0041219,nm0201916,0.9903,0
nm0041219,nm0155164,0.909,0
nm7739410,nm0041219,0.9998,1
nm7739410,nm0330853,0.9998,1
nm7739410,nm0091688,0.999,1
nm7739410,nm7447363,0.9989,1
nm7739410,nm8669563,0.9921,0
nm7739410,nm15491817,0.992,0
nm7739410,nm2851426,0.9917,0
nm7739410,nm9744724,0.9906,0
nm7739410,nm0201916,0.9906,0
nm7739410,nm0155164,0.9072,0
nm0041316,nm0144583,1.0,5
nm0041316,nm5566667,1.0,5
nm0041316,nm0320721,1.0,5
nm0041316,nm0495920,1.0,5
nm0041316,nm0100333,1.0,5
nm0041316,nm1905619,1.0,5
nm0041316,nm4000521,0.9958,0
nm0041316,nm0189200,0.9958,0
nm0041316,nm0001272,0.9958,0
nm0041316,nm2464706,0.9958,0
nm0100333,nm5566667,1.0,5
nm0100333,nm0495920,1.0,5
nm0100333,nm0144583,1.0,5
nm0100333,nm0320721,1.0,5
nm0100333,nm0041316,1.0,5
nm0100333,nm1905619,1.0,5
nm0100333,nm4000521,0.9958,0
nm0100333,nm0189200,0.9958,0
nm0100333,nm0001272,0.9958,0
nm0100333,nm1462159,0.9958,0
nm0320721,nm5566667,1.0,5
nm0320721,nm0144583,1.0,5
nm0320721,nm0495920,1.0,5
nm0320721,nm0041316,1.0,5
nm0320721,nm0100333,1.0,5
nm0320721,nm1905619,1.0,5
nm0320721,nm4000521,0.9958,0
nm0320721,nm0189200,0.9958,0
nm0320721,nm0001272,0.9958,0
nm0320721,nm2464706,0.9958,0
nm1905619,nm0041316,1.0,5
nm1905619,nm0144583,1.0,5
nm1905619,nm0495920,1.0,5
nm1905619,nm0320721,1.0,5
nm1905619,nm5566667,1.0,5
nm1905619,nm0100333,1.0,5
nm1905619,nm4000521,0.9958,0
nm1905619,nm0189200,0.9958,0
nm1905619,nm0001272,0.9958,0
nm1905619,nm2464706,0.9957,0
nm5566667,nm0320721,1.0,5
nm5566667,nm0144583,1.0,5
nm5566667,nm0041316,1.0,5
nm5566667,nm0495920,1.0,5
nm5566667,nm0100333,1.0,5
nm5566667,nm1905619,1.0,5
nm5566667,nm4000521,0.9958,0
nm5566667,nm0189200,0.9958,0
nm5566667,nm0001272,0.9958,0
nm5566667,nm2464706,0.9958,0
nm0041339,nm0076889,1.0,5
nm0041339,nm7104320,1.0,5
nm0041339,nm5242693,1.0,5
nm0041339,nm4427913,1.0,5
nm0041339,nm0898653,1.0,5
nm0041339,nm3143558,0.9999,5
nm0041339,nm6137761,0.9997,1
nm0041339,nm0119711,0.9995,0
nm0041339,nm5585713,0.9994,0
nm0041339,nm0252775,0.9994,0
nm0898653,nm7104320,1.0,5
nm0898653,nm4427913,1.0,5
nm0898653,nm0041339,1.0,5
nm0898653,nm0076889,1.0,5
nm0898653,nm5242693,0.9999,5
nm0898653,nm3143558,0.9998,5
nm0898653,nm6137761,0.9995,1
nm0898653,nm0119711,0.9993,0
nm0898653,nm5585713,0.9992,0
nm0898653,nm0252775,0.9992,0
nm5242693,nm0041339,1.0,5
nm5242693,nm0076889,1.0,5
nm5242693,nm4427913,1.0,5
nm5242693,nm7104320,1.0,5
nm5242693,nm3143558,0.9999,5
nm5242693,nm0898653,0.9999,5
nm5242693,nm6137761,0.9998,1
nm5242693,nm0119711,0.9996,0
nm5242693,nm5585713,0.9995,0
nm5242693,nm0252775,0.9995,0
nm0064933,nm0034725,1.0,7
nm0064933,nm0209301,1.0,7
nm0064933,nm0042144,1.0,7
nm0064933,nm0346491,1.0,7
nm0064933,nm0655761,1.0,7
nm0064933,nm5383147,1.0,7
nm0064933,nm1005692,1.0,7
nm0064933,nm0811777,1.0,7
nm0064933,nm0239402,0.9975,0
nm0064933,nm0270312,0.9974,0
nm0346491,nm0655761,1.0,7
nm0346491,nm0064933,1.0,7
nm0346491,nm0042144,1.0,7
nm0346491,nm0209301,1.0,7
nm0346491,nm0034725,1.0,7
nm0346491,nm5383147,1.0,7
nm0346491,nm0811777,1.0,7
nm0346491,nm1005692,1.0,7
nm0346491,nm0239402,0.9974,0
nm0346491,nm0270312,0.9974,0
nm1005692,nm0042144,1.0,7
nm1005692,nm5383147,1.0,7
nm1005692,nm0064933,1.0,7
nm1005692,nm0209301,1.0,7
nm1005692,nm0811777,1.0,7
nm1005692,nm0346491,1.0,7
nm1005692,nm0655761,1.0,7
nm1005692,nm0034725,1.0,7
nm1005692,nm0239402,0.9975,0
nm1005692,nm0270312,0.9975,0
nm0043199,nm7548924,0.9971,6
nm0043199,nm0474871,0.9954,6
nm0043199,nm4223263,0.9939,6
nm0043199,nm0710161,0.9836,6
nm0043199,nm5724719,0.9824,6
nm0043199,nm3910892,0.977,2
nm0043199,nm3909445,0.9751,2
nm0043199,nm9574516,0.9711,2
nm0043199,nm3749108,0.97,0
nm0043199,nm6492899,0.9672,3
nm7548924,nm0043199,0.9971,6
nm7548924,nm0474871,0.9961,6
nm7548924,nm4223263,0.9949,6
nm7548924,nm3910892,0.9878,2
nm7548924,nm0710161,0.9877,6
nm7548924,nm3909445,0.9835,2
nm7548924,nm5531691,0.9778,0
nm7548924,nm3749108,0.9773,0
nm7548924,nm5724719,0.9772,6
nm7548924,nm6492899,0.976,3
nm0043268,nm10501333,0.9966,1
nm0043268,nm1379364,0.9957,1
nm0043268,nm0241815,0.9933,0
nm0043268,nm5169583,0.9933,0
nm0043268,nm4188857,0.9932,0
nm0043268,nm1616085,0.9931,0
nm0043268,nm10090622,0.9931,0
nm0043268,nm3692656,0.993,0
nm0043268,nm4358014,0.9929,0
nm0043268,nm11089405,0.9928,0
nm10501333,nm1379364,0.9999,1
nm10501333,nm0043268,0.9966,1
nm10501333,nm1616085,0.994,0
nm10501333,nm0241815,0.9939,0
nm10501333,nm5169583,0.9938,0
nm10501333,nm10453506,0.9935,0
nm10501333,nm3928107,0.9935,0
nm10501333,nm0240780,0.9934,0
nm10501333,nm10386207,0.9933,0
nm10501333,nm3542926,0.9933,0
nm1379364,nm10501333,0.9999,1
nm1379364,nm0043268,0.9957,1
nm1379364,nm1616085,0.9937,0
nm1379364,nm0241815,0.9935,0
nm1379364,nm5169583,0.9934,0
nm1379364,nm3542926,0.9933,0
nm1379364,nm10453506,0.9933,0
nm1379364,nm10386207,0.9932,0
nm1379364,nm3928107,0.9932,0
nm1379364,nm1589064,0.993,0
nm0043395,nm10338986,0.9982,7
nm0043395,nm2331586,0.9974,7
nm0043395,nm2416407,0.9965,7
nm0043395,nm0848533,0.9932,7
nm0043395,nm1366376,0.9779,7
nm0043395,nm0998932,0.9748,7
nm0043395,nm1165541,0.9555,1
nm0043395,nm0457483,0.9465,1
nm0043395,nm0632757,0.944,7
nm0043395,nm0032894,0.9356,1
nm10338986,nm0043395,0.9982,7
nm10338986,nm2416407,0.9976,7
nm10338986,nm2331586,0.9964,7
nm10338986,nm0848533,0.9919,7
nm10338986,nm0998932,0.9799,7
nm10338986,nm1366376,0.9716,7
nm10338986,nm1165541,0.9556,1
nm10338986,nm0457483,0.945,1
nm10338986,nm0632757,0.9442,7
nm10338986,nm0032894,0.9339,1
nm2331586,nm0043395,0.9974,7
nm2331586,nm10338986,0.9964,7
nm2331586,nm2416407,0.9949,7
nm2331586,nm0848533,0.9915,7
nm2331586,nm1366376,0.9779,7
nm2331586,nm0998932,0.973,7
nm2331586,nm1165541,0.9517,1
nm2331586,nm0632757,0.9438,7
nm2331586,nm0457483,0.942,1
nm2331586,nm0032894,0.9343,1
nm2416407,nm10338986,0.9976,7
nm2416407,nm0043395,0.9965,7
nm2416407,nm2331586,0.9949,7
nm2416407,nm0848533,0.9924,7
nm2416407,nm0998932,0.9859,7
nm2416407,nm1366376,0.9665,7
nm2416407,nm1165541,0.9555,1
nm2416407,nm0632757,0.9502,7
nm2416407,nm0457483,0.9459,1
nm2416407,nm0032894,0.9343,1
nm0043396,nm4772266,0.9927,7
nm0043396,nm1549177,0.9917,7
nm0043396,nm5248189,0.9796,7
nm0043396,nm0359222,0.9641,7
nm0043396,nm0619931,0.9371,7
nm0043396,nm0457953,0.9265,7
nm0043396,nm0441557,0.9185,2
nm0043396,nm1708851,0.9177,7
nm0043396,nm0368972,0.9169,3
nm0043396,nm0051502,0.8988,7
nm4772266,nm1549177,0.9947,7
nm4772266,nm0043396,0.9927,7
nm4772266,nm5248189,0.9878,7
nm4772266,nm0359222,0.9542,7
nm4772266,nm0441557,0.947,2
nm4772266,nm1708851,0.944,7
nm4772266,nm0051502,0.9243,7
nm4772266,nm0619931,0.9238,7
nm4772266,nm0457953,0.9194,7
nm4772266,nm1832010,0.9005,1
nm5248189,nm1549177,0.9924,7
nm5248189,nm4772266,0.9878,7
nm5248189,nm0043396,0.9796,7
nm5248189,nm0359222,0.9559,7
nm5248189,nm0441557,0.936,2
nm5248189,nm0457953,0.934,7
nm5248189,nm0051502,0.9237,7
nm5248189,nm1708851,0.9162,7
nm5248189,nm0368972,0.896,3
nm5248189,nm0619931,0.8881,7
nm0043678,nm0071024,1.0,4
nm0043678,nm1687017,0.9999,4
nm0043678,nm0441161,0.9998,4
nm0043678,nm1719673,0.999,1
nm0043678,nm6425561,0.9988,1
nm0043678,nm5862455,0.9985,4
nm0043678,nm0455816,0.9968,4
nm0043678,nm4252250,0.9907,0
nm0043678,nm3140538,0.9884,0
nm0043678,nm12166557,0.9835,0
nm0441161,nm1687017,1.0,4
nm0441161,nm0071024,0.9999,4
nm0441161,nm0043678,0.9998,4
nm0441161,nm1719673,0.9995,1
nm0441161,nm6425561,0.9984,1
nm0441161,nm5862455,0.9974,4
nm0441161,nm0455816,0.9953,4
nm0441161,nm4252250,0.9929,0
nm0441161,nm3140538,0.9909,0
nm0441161,nm11989351,0.9858,0
nm1687017,nm0441161,1.0,4
nm1687017,nm0071024,1.0,4
nm1687017,nm0043678,0.9999,4
nm1687017,nm1719673,0.9993,1
nm1687017,nm6425561,0.9987,1
nm1687017,nm5862455,0.9978,4
nm1687017,nm0455816,0.9959,4
nm1687017,nm4252250,0.992,0
nm1687017,nm3140538,0.9899,0
nm1687017,nm11989351,0.9846,0
nm10451714,nm0000616,1.0,1
nm10451714,nm0000585,1.0,0
nm10451714,nm0446314,1.0,0
nm10451714,nm2267725,1.0,0
nm10451714,nm5606446,1.0,0
nm10451714,nm1763493,1.0,0
nm10451714,nm7256655,1.0,5
nm10451714,nm0004365,1.0,0
nm10451714,nm10600389,1.0,0
nm10451714,nm0216016,1.0,0
nm7256655,nm10894712,1.0,0
nm7256655,nm0604430,1.0,0
nm7256655,nm0184392,1.0,0
nm7256655,nm0004365,1.0,0
nm7256655,nm0002332,1.0,0
nm7256655,nm0006669,1.0,0
nm7256655,nm8408599,1.0,0
nm7256655,nm0296350,1.0,5
nm7256655,nm3770854,1.0,0
nm7256655,nm2267725,1.0,0
nm7752372,nm0000616,1.0,1
nm7752372,nm0001841,1.0,0
nm7752372,nm0446314,1.0,0
nm7752372,nm0002332,1.0,0
nm7752372,nm2267725,1.0,0
nm7752372,nm5606446,1.0,0
nm7752372,nm0216016,1.0,0
nm7752372,nm8493387,1.0,5
nm7752372,nm7237266,1.0,0
nm7752372,nm0460694,1.0,1
nm8823344,nm0000616,1.0,1
nm8823344,nm0002332,1.0,0
nm8823344,nm0446314,1.0,0
nm8823344,nm2267725,1.0,0
nm8823344,nm5606446,1.0,0
nm8823344,nm0010837,1.0,0
nm8823344,nm7237266,1.0,0
nm8823344,nm0216016,1.0,0
nm8823344,nm0000144,1.0,0
nm8823344,nm3770854,1.0,0
nm9742125,nm0000616,1.0,0
nm9742125,nm0043766,1.0,0
nm9742125,nm0002332,1.0,0
nm9742125,nm8408599,1.0,0
nm9742125,nm0001841,1.0,0
nm9742125,nm0000585,1.0,0
nm9742125,nm10600389,1.0,0
nm9742125,nm3564464,1.0,0
nm9742125,nm4264495,1.0,0
nm9742125,nm0004365,1.0,0
nm0044082,nm2787335,1.0,4
nm0044082,nm0451571,1.0,0
nm0044082,nm1184557,1.0,4
nm0044082,nm1033328,1.0,0
nm0044082,nm0039746,1.0,0
nm0044082,nm1287358,1.0,0
nm0044082,nm2760502,1.0,0
nm0044082,nm0812760,1.0,0
nm0044082,nm1092370,1.0,0
nm0044082,nm2755346,1.0,1
nm1184557,nm0044082,1.0,4
nm1184557,nm2787335,1.0,4
nm1184557,nm0039746,1.0,0
nm1184557,nm0451571,1.0,0
nm1184557,nm1033328,1.0,0
nm1184557,nm1287358,1.0,0
nm1184557,nm2760502,1.0,0
nm1184557,nm0812760,1.0,0
nm1184557,nm1092370,1.0,0
nm1184557,nm2755346,1.0,1
nm2787335,nm0044082,1.0,4
nm2787335,nm1184557,1.0,4
nm2787335,nm0451571,1.0,0
nm2787335,nm1033328,1.0,0
nm2787335,nm0039746,1.0,0
nm2787335,nm1287358,1.0,0
nm2787335,nm2760502,1.0,0
nm2787335,nm0812760,1.0,0
nm2787335,nm1092370,1.0,0
nm2787335,nm2755346,1.0,1
nm0044245,nm10449336,1.0,6
nm0044245,nm5425933,1.0,6
nm0044245,nm10449335,1.0,6
nm0044245,nm10449325,1.0,6
nm0044245,nm10449322,1.0,6
nm0044245,nm0009496,1.0,6
nm0044245,nm0162535,1.0,6
nm0044245,nm0006663,0.9982,0
nm0044245,nm0228912,0.9982,0
nm0044245,nm0628877,0.9982,0
nm0162535,nm0009496,1.0,6
nm0162535,nm10449325,1.0,6
nm0162535,nm10449322,1.0,6
nm0162535,nm10449336,1.0,6
nm0162535,nm5425933,1.0,6
nm0162535,nm0044245,1.0,6
nm0162535,nm10449335,1.0,6
nm0162535,nm0006663,0.9983,0
nm0162535,nm0228912,0.9983,0
nm0162535,nm0628877,0.9983,0
nm10449322,nm0009496,1.0,6
nm10449322,nm10449335,1.0,6
nm10449322,nm10449336,1.0,6
nm10449322,nm0162535,1.0,6
nm10449322,nm5425933,1.0,6
nm10449322,nm10449325,1.0,6
nm10449322,nm0044245,1.0,6
nm10449322,nm0006663,0.9983,0
nm10449322,nm0228912,0.9983,0
nm10449322,nm0628877,0.9982,0
nm10449325,nm0009496,1.0,6
nm10449325,nm0162535,1.0,6
nm10449325,nm10449336,1.0,6
nm10449325,nm5425933,1.0,6
nm10449325,nm0044245,1.0,6
nm10449325,nm10449322,1.0,6
nm10449325,nm10449335,1.0,6
nm10449325,nm0006663,0.9983,0
nm10449325,nm0228912,0.9983,0
nm10449325,nm0628877,0.9982,0
nm5425933,nm0044245,1.0,6
nm5425933,nm10449336,1.0,6
nm5425933,nm10449335,1.0,6
nm5425933,nm10449325,1.0,6
nm5425933,nm0009496,1.0,6
nm5425933,nm10449322,1.0,6
nm5425933,nm0162535,1.0,6
nm5425933,nm0006663,0.9982,0
nm5425933,nm0228912,0.9982,0
nm5425933,nm0628877,0.9982,0
nm0044293,nm1062881,1.0,5
nm0044293,nm2700567,1.0,5
nm0044293,nm3736492,1.0,5
nm0044293,nm3879003,1.0,5
nm0044293,nm11405230,1.0,5
nm0044293,nm0227498,0.9998,5
nm0044293,nm0848862,0.9996,1
nm0044293,nm1004978,0.9994,1
nm0044293,nm0047987,0.9993,1
nm0044293,nm0952085,0.9987,1
nm1062881,nm2700567,1.0,5
nm1062881,nm3736492,1.0,5
nm1062881,nm0044293,1.0,5
nm1062881,nm3879003,1.0,5
nm1062881,nm11405230,1.0,5
nm1062881,nm0227498,0.9998,5
